bulan,tahun,kode_trayek,trayek,jumlah_penumpang,jenis
Mei ,2019,JAK-10,TANAH ABANG-KOTA,13.859, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-10,TANAH ABANG-KOTA,15.606, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-10,TANAH ABANG-KOTA,33.028, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-10,TANAH ABANG-KOTA,38.193, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-10,TANAH ABANG-KOTA,51.101, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-10,TANAH ABANG-KOTA,51.101, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-10,TANAH ABANG-KOTA,65.322, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-10,TANAH ABANG-KOTA,"80,575", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,14081, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,20473, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,25.63, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,29529, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,27.654, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,27.277, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,42.678, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,54.714, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,64.979, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,64.979, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,80.113, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-11,TANAH ABANG-KEBAYORAN LAMA,"92,314", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,5403, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,12363, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,16199, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,18217, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,18.986, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,20.719, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,31.709, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,41.441, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,48.199, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,48.199, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,63.344, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,"79,521", ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-13,TANAH ABANG - KOTA INTAN ,0, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-13,TANAH ABANG - KOTA INTAN ,725, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-13,TANAH ABANG - KOTA INTAN ,"6,703", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-14,TANAH ABANG-MERUYA,20294, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-14,TANAH ABANG-MERUYA,31.04, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-14,TANAH ABANG-MERUYA,42993, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-14,TANAH ABANG-MERUYA,45261, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-14,TANAH ABANG-MERUYA,63.692, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-14,TANAH ABANG-MERUYA,65.011, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-14,TANAH ABANG-MERUYA,100.492, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-14,TANAH ABANG-MERUYA,114.606, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-14,TANAH ABANG-MERUYA,127.424, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-14,TANAH ABANG-MERUYA,127.424, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-14,TANAH ABANG-MERUYA,162.745, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-14,TANAH ABANG-MERUYA,"183,652", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-15,BULAK TURI - TANJUNG PRIOK,159723, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-15,BULAK TURI - TANJUNG PRIOK,159866, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-15,BULAK TURI - TANJUNG PRIOK,168002, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-15,BULAK TURI - TANJUNG PRIOK,159593, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-15,BULAK TURI - TANJUNG PRIOK,158.908, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-15,BULAK TURI - TANJUNG PRIOK,152.281, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-15,BULAK TURI - TANJUNG PRIOK,168.763, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-15,BULAK TURI - TANJUNG PRIOK,169.954, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-15,TANJUNG PRIOK - BULAK TURI,175.585, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-15,TANJUNG PRIOK - BULAK TURI,175.585, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-15,TANJUNG PRIOK - BULAK TURI,188.212, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-15,TANJUNG PRIOK - BULAK TURI,"187,964", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-16,PGC - CONDET,121785, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-16,PGC - CONDET,119448, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-16,PGC - CONDET,148957, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-16,PGC - CONDET,130817, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-16,PGC - CONDET,125.966, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-16,PGC - CONDET,109.456, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-16,PGC - CONDET,133.042, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-16,PGC - CONDET,146.749, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-16,PGC - CONDET,147.19, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-16,PGC - CONDET,147.19, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-16,PGC - CONDET,157.349, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-16,PGC - CONDET,"142,12", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-17,PULOGADUNG - SENEN ,49015, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-17,PULOGADUNG - SENEN ,49191, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-17,PULOGADUNG - SENEN ,50003, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-17,PULOGADUNG - SENEN ,42869, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-17,PULOGADUNG - SENEN ,43.74, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-17,PULOGADUNG - SENEN ,35.535, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-17,PULOGADUNG - SENEN ,45.456, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-17,PULOGADUNG - SENEN ,44.658, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-17,PULOGADUNG - SENEN,55.867, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-17,PULOGADUNG - SENEN,55.867, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-17,PULOGADUNG - SENEN,58.569, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-17,PULOGADUNG - SENEN,"53,681", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-18,KALIBATA - KUNINGAN,33549, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-18,KALIBATA - KUNINGAN,28501, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-18,KALIBATA - KUNINGAN,35826, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-18,KALIBATA - KUNINGAN,34877, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-18,KALIBATA - KUNINGAN,32.817, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-18,KALIBATA - KUNINGAN,31.081, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-18,KALIBATA - KUNINGAN,40.766, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-18,KALIBATA - KUNINGAN,42.372, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-18,STASIUN KALIBATA - KUNINGAN,40.948, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-18,STASIUN KALIBATA - KUNINGAN,40.948, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-18,STASIUN KALIBATA - KUNINGAN,41.755, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-18,STASIUN KALIBATA - KUNINGAN,"40,233", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-19,PINANG RANTI - SETU,189943, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-19,PINANG RANTI - SETU,185.51, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-19,PINANG RANTI - SETU,213021, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-19,PINANG RANTI - SETU,193142, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-19,PINANG RANTI - SETU,190.639, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-19,PINANG RANTI - SETU,171.242, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-19,PINANG RANTI - SETU,211.872, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-19,PINANG RANTI - SETU,223.204, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-19,PINANG RANTI - SETU,235.625, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-19,PINANG RANTI - SETU,235.625, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-19,PINANG RANTI - SETU,246.895, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-19,PINANG RANTI - SETU,"221,115", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,78069, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,76737, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,97934, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,98835, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,111.696, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,112.009, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,145.314, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,150.717, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,143.263, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,143.263, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,146.84, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-20,LUBANG BUAYA - CAWANG UKI,"135,733", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-21,DWIKORA - CILILITAN,91339, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-21,DWIKORA - CILILITAN,106905, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-21,DWIKORA - CILILITAN,129081, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-21,DWIKORA - CILILITAN,119449, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-21,DWIKORA - CILILITAN,113.149, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-21,DWIKORA - CILILITAN,102.414, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-21,DWIKORA - CILILITAN,142.801, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-21,DWIKORA - CILILITAN,151.16, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-21,DWIKORA - CILILITAN,152.556, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-21,DWIKORA - CILILITAN,152.556, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-21,DWIKORA - CILILITAN,166.231, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-21,DWIKORA - CILILITAN,"150,666", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-22,DWIKORA - PENAS,26632, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-22,DWIKORA - PENAS,28418, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-22,DWIKORA - PENAS,33.78, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-22,DWIKORA - PENAS,30581, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-22,DWIKORA - PENAS,41.687, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-22,DWIKORA - PENAS,40.457, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-22,DWIKORA - PENAS,55.883, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-22,DWIKORA - PENAS,72.276, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-22,PENAS KALIMALANG - DWIKORA,72.467, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-22,PENAS KALIMALANG - DWIKORA,72.467, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-22,PENAS KALIMALANG - DWIKORA,79.327, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-22,PENAS KALIMALANG - DWIKORA,"70,918", ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-24,PULOGADUNG-PASAR SENEN,7039, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-24,PULOGADUNG-PASAR SENEN,27001, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-24,PULOGADUNG-PASAR SENEN,47235, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-24,PULOGADUNG-PASAR SENEN,68.39, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-24,PULOGADUNG-PASAR SENEN,76.62, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-24,PULOGADUNG-PASAR SENEN,94.182, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-24,PULOGADUNG-PASAR SENEN,96.253, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,89.301, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,89.301, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,110.069, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,"113,709", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-25,PASAR REBO - KALISARI,56265, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-25,PASAR REBO - KALISARI,56904, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-25,PASAR REBO - KALISARI,68965, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-25,PASAR REBO - KALISARI,65306, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-25,PASAR REBO - KALISARI,69.645, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-25,PASAR REBO - KALISARI,64.085, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-25,PASAR REBO - KALISARI,76.669, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-25,PASAR REBO - KALISARI,86.431, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-25,PASAR REBO - KALISARI,90.685, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-25,PASAR REBO - KALISARI,90.685, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-25,PASAR REBO - KALISARI,102.073, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-25,PASAR REBO - KALISARI,"101,78", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-26,RAWAMANGUN-KALIMALANG,50111, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-26,RAWAMANGUN-KALIMALANG,47995, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-26,RAWAMANGUN-KALIMALANG,60744, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-26,RAWAMANGUN-KALIMALANG,60513, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-26,RAWAMANGUN-KALIMALANG,61.493, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-26,RAWAMANGUN-KALIMALANG,61.556, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-26,RAWAMANGUN-KALIMALANG,71.408, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-26,RAWAMANGUN-KALIMALANG,80.448, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-26,RAWAMANGUN - DUREN SAWIT,84.539, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-26,RAWAMANGUN - DUREN SAWIT,84.539, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-26,RAWAMANGUN - DUREN SAWIT,91.27, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-26,RAWAMANGUN - DUREN SAWIT,"82,054", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-27,PULOGEBANG - ROROTAN,58266, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-27,PULOGEBANG - ROROTAN,62052, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-27,PULOGEBANG - ROROTAN,80441, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-27,PULOGEBANG - ROROTAN,71503, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-27,PULOGEBANG - ROROTAN,74.637, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-27,PULOGEBANG - ROROTAN,64.225, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-27,PULOGEBANG - ROROTAN,74.044, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-27,PULOGEBANG - ROROTAN,81.366, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-27,PULOGEBANG - ROROTAN,81.208, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-27,PULOGEBANG - ROROTAN,81.208, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-27,PULOGEBANG - ROROTAN,88.469, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-27,PULOGEBANG - ROROTAN,"88,738", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,68223, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,67117, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,79434, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,78013, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,81.359, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,75.78, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,97.415, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,105.16, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,117.709, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,117.709, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,130.669, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-28,PASAR REBO - TAMAN WILADATIKA,"129,005", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,100217, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,119112, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,137019, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,126032, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,128.068, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,120.11, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,140.472, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,148.309, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,160.182, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,160.182, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,176.281, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-29,TANJUNG PRIOK - KELAPA GADING,"175,761", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-30,MERUYA - CITRALAND,144605, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-30,MERUYA - CITRALAND,179517, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-30,MERUYA - CITRALAND,198368, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-30,MERUYA - CITRALAND,190083, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-30,MERUYA - CITRALAND,187.972, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-30,MERUYA - CITRALAND,158.292, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-30,MERUYA - CITRALAND,226.382, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-30,MERUYA - CITRALAND,236.986, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-30,MERUYA - CITRALAND,240.146, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-30,MERUYA - CITRALAND,240.146, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-30,MERUYA - CITRALAND,271.353, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-30,MERUYA - CITRALAND,"257,576", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-31,BLOK M - PONDOK LABU,97307, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-31,BLOK M - PONDOK LABU,90468, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-31,BLOK M - PONDOK LABU,108188, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-31,BLOK M - PONDOK LABU,105397, ANGKUTAN INTEGRASI BUS KECIL 
Mei ,2019,JAK-31,BLOK M - PONDOK LABU,109.605, ANGKUTAN INTEGRASI BUS KECIL 
Juni,2019,JAK-31,BLOK M - PONDOK LABU,95.621, ANGKUTAN INTEGRASI BUS KECIL 
Juli,2019,JAK-31,BLOK M - PONDOK LABU,128.106, ANGKUTAN INTEGRASI BUS KECIL 
Agustus,2019,JAK-31,BLOK M - PONDOK LABU,139.562, ANGKUTAN INTEGRASI BUS KECIL 
September,2019,JAK-31,PONDOK LABU - BLOK M,143.159, ANGKUTAN INTEGRASI BUS KECIL 
Oktober,2019,JAK-31,PONDOK LABU - BLOK M,143.159, ANGKUTAN INTEGRASI BUS KECIL 
November,2019,JAK-31,PONDOK LABU - BLOK M,150.204, ANGKUTAN INTEGRASI BUS KECIL 
Desember,2019,JAK-31,PONDOK LABU - BLOK M,"138,205", ANGKUTAN INTEGRASI BUS KECIL 
Januari,2019,JAK-32,PETUKANGAN - LEBAK BULUS,102751, ANGKUTAN INTEGRASI BUS KECIL 
Februari,2019,JAK-32,PETUKANGAN - LEBAK BULUS,103853, ANGKUTAN INTEGRASI BUS KECIL 
Maret,2019,JAK-32,PETUKANGAN - LEBAK BULUS,125658, ANGKUTAN INTEGRASI BUS KECIL 
April,2019,JAK-32,PETUKANGAN - LEBAK BULUS,126628, ANGKUTAN INTEGRASI BUS KECIL 
